Elapsed time,send-money users
20:25:19.0,1.625
20:25:19.500,1.2
20:25:20.0,1.0
20:25:20.500,1.0
20:25:21.500,6.631578947368422
20:25:22.0,1.1578947368421053
20:25:22.500,1.0
20:25:23.0,1.0
20:25:23.500,1.0
20:25:24.0,1.0
20:25:45.0,1.5
20:25:45.500,1.0
20:25:46.0,1.0
20:25:46.500,1.0
20:25:47.0,1.0
20:25:47.500,1.0
20:25:48.0,1.0
20:25:48.500,1.0
20:25:49.0,1.0
20:25:49.500,1.0
